ArticleID,Article Name,HIT_ID,WorkerID,Sentence Order #,Sentence,Is_Relevant (Yes/No),Sentence_1.input,Sentence_2.input,Sentence_3.input,Sentence_4.input,Sentence_5.input,Sentence_6.input,Sentence_7.input,Sentence_8.input,Sentence_9.input,Sentence_10.input,Sentence_11.input,Sentence_12.input,Sentence_13.input,Sentence_14.input,Sentence_15.input,Sentence_16.input,Sentence_17.input,Sentence_18.input,Sentence_19.input,Sentence_20.input,Sentence_21.input,Sentence_22.input,Sentence_23.input,Sentence_24.input,Sentence_25.input,Sentence_1.output,Sentence_2.output,Sentence_3.output,Sentence_4.output,Sentence_5.output,Sentence_6.output,Sentence_7.output,Sentence_8.output,Sentence_9.output,Sentence_10.output,Sentence_11.output,Sentence_12.output,Sentence_13.output,Sentence_14.output,Sentence_15.output,Sentence_16.output,Sentence_17.output,Sentence_18.output,Sentence_19.output,Sentence_20.output,Sentence_21.output,Sentence_22.output,Sentence_23.output,Sentence_24.output,Sentence_25.output
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT66,Worker66,65,"If Netanyahu’s bloc does win only a bare majority, his ability to form a government won’t be much better than Gantz’s.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT67,Worker67,66,"Smaller, extremist parties would have the leverage to demand being put in charge of key ministries.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT68,Worker68,67,"They could also preëmpt any consideration of the Trump peace plan, which is expected to make some gestures toward eventual Palestinian sovereignty, however reduced in scope.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT69,Worker69,68,"In either case, senior Likud leaders—for example, Gideon Sa’ar, the former education minister who has tangled with Netanyahu in the past—would not be pleased with the idea of ceding power to the smaller parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT70,Worker70,69,"Moshe Kahlon, whose support Netanyahu may need again, has, for his part, always protected the Supreme Court.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT71,Worker71,70,Either man might inherit the Likud’s leadership if Netanyahu were forced out.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT72,Worker72,71,"The former Prime Minister Ehud Olmert, an experienced veteran of similar negotiations, has privately indicated that he doubts senior Likud ministers would be ready to sacrifice their political futures, and give up so many senior positions in the cabinet, just to save the Prime Minister for the few months until his hearings may force him to face trial.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT73,Worker73,72,A unity government is negotiated.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT74,Worker74,73,This is a radical possibility that may appear less so as the post-election dust settles.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT75,Worker75,74,"If Netanyahu’s pending indictments were not a stumbling block, the conundrum facing both leading parties would militate for a government of national unity, which would keep out the ultra-rightists and the Kahanists, and could expand to include, say, Labor and Kulanu.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT76,Worker76,75,"Indeed, in ordinary years, such a government would seem irresistible.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT77,Worker77,76,"It might entail a rotation agreement—as Labor and Likud had in a unity government established in 1984—with one leader holding the Prime Minister’s job for the first two years of a four-year term, and the other for the last two.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT78,Worker78,77,"The President, Reuven Rivlin, concerned about the integrity of civil society and its judicial institutions, is reported to be entertaining this idea.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT79,Worker79,78,It’s hard to believe that a vast majority of voters for both parties wouldn’t see it as a relief.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT80,Worker80,79,Gantz’s animus for Netanyahu is real.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT81,Worker81,80,"But he was secretly recorded saying that “the door is closed but not locked,” regarding joining with the Likud in a unity government—if Netanyahu’s criminal proceedings don’t get in the way.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT82,Worker82,81,"This might be interpreted as wanting to wait until the hearings determine, finally, whether the Prime Minister will be indicted.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT83,Worker83,82,Other arrangements might become plausible as the most obvious options narrow.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT84,Worker84,83,"Blue and White leaders might break away and join Netanyahu without Gantz, or various Likud leaders might join with Gantz without Netanyahu.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT85,Worker85,84,"Rationalizations, from both sides, would not be wanting.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT86,Worker86,85,A unity government is installed.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT87,Worker87,86,"Netanyahu’s proceedings are in the way, however.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT88,Worker88,87,And it is hard to see how any unity government—any leaders other than Netanyahu sycophants in the Likud and right-extremists—will agree to hand Netanyahu new laws that tamper with basic constitutional law.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT89,Worker89,88,"The only way that he could be moved aside is if Rivlin, who has long been alienated from him, consults with all parties, concedes a virtual tie, and turns to a third member of the Knesset—say, a veteran Likud rival such as Sa’ar—and asks that member to assemble a coalition.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT90,Worker90,89,"The move would be unprecedented, and it would have to be coördinated with Gantz, but he has already made it clear that he would go for a coalition with the Likud sans Netanyahu—if only to keep the Kahanists out.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT91,Worker91,90,"There is much to learn from this campaign, none of it reassuring.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT92,Worker92,91,"Like Trump’s supporters, Netanyahu’s often seem to so deeply identify with his everyman posturing, his regional bullying, and his nationalist resentments that democratic institutions can be made to appear as just another élitist preoccupation.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT93,Worker93,92,"The Passover Haggadah, which will be read in a couple of weeks’ time, says that the “simple son” is answered with shows of strength.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT94,Worker94,93,Netanyahu has grasped the lesson.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT95,Worker95,0,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election Bernard Avishai If the final polls on the Israeli election are to be believed—by law, there will be no more revealed before the voting begins, on Tuesday morning—things are looking better for Prime Minister Benjamin Netanyahu’s Likud Party than for Blue and White, the new centrist party led by the former military Chief of Staff Benny Gantz.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT96,Worker96,1,"The two continue to run neck and neck in the race for a plurality in the Knesset—with about thirty seats each, out of a total of a hundred and twenty.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT97,Worker97,2,"But both are running with a bloc of smaller parties, and Netanyahu’s bloc seems more likely than Gantz’s to win a sixty-one-seat Knesset majority.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT98,Worker98,3,The President typically bestows a mandate to form a government on the leader of the party that wins a plurality—except in cases where a bloc of parties led by someone else wins a clear majority.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT99,Worker99,4,"That is how Netanyahu won in 2009, and it’s why the polls still favor him.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT100,Worker100,5,"A majority of voters are now either hoping that he will remain in office, or are bracing for it.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT101,Worker101,6,"In a recent Channel 12 poll, fifty-eight per cent of respondents said that Netanyahu will be the next Prime Minister.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT102,Worker102,7,But only thirty-six per cent wanted him to be.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT103,Worker103,8,"Given the quirks of the Israeli electoral system, though, the polls may prove misleading.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT104,Worker104,9,"The margin of error is around four per cent, which means that it may be impossible to divine the fates of the all-important smaller parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT105,Worker105,10,Each must win three and a quarter per cent of the total vote in order to enter the Knesset; a vote for a party that does not clear that threshold is simply wasted.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT106,Worker106,11,"Fully seven parties—two in Gantz’s potential bloc, five in Netanyahu’s—have been polling close to extinction at various points in the campaign.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT107,Worker107,12,"Moreover, according to an April 2nd poll, more than eight per cent of voters are still undecided.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT108,Worker108,13,So Gantz’s bloc could squeak out a win.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT109,Worker109,14,Or Netanyahu’s could win in a landslide.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT110,Worker110,15,"Or either leader could win a plurality for his party, but not a majority for his bloc.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT111,Worker111,16,"In fact, the polls reveal little about the serious difficulties that either of them, even with a clear win, will face in forming a government.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT112,Worker112,17,Consider the head-spinning possibilities: Gantz wins outright—and his problems begin.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT113,Worker113,18,"For Blue and White to win a plurality, a significant number of secular, formerly right-of-center voters will have to support it.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT114,Worker114,19,So will a significant number of young first-time voters.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT115,Worker115,20,"This is a tall order: to most Israelis, the business sector seems strong, as does the deterrence of enemies, and Netanyahu gets credit for both.",Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT116,Worker116,21,So even young Israelis tend to skew right.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT117,Worker117,22,"A poll conducted by the Israel Democracy Institute shows that among Israelis aged sixty-five and older, Gantz beats Netanyahu fifty-three per cent to thirty-five; among voters aged eighteen to twenty-four, Netanyahu beats Gantz sixty-five per cent to seventeen.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT118,Worker118,23,"Gantz and his allies have been courting these secular, security-minded voters, promising to provide a hard line on security—three of the four senior leaders of Blue and White are former generals—and that he will form a government only with Zionist (read: non-Arab) parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT119,Worker119,24,"He is also stressing the importance of the rule of law, warning of Netanyahu’s alliance with messianists and proto-fascist followers of the late Rabbi Meir Kahane—of the danger that Netanyahu is turning Israel into an authoritarian theocracy, as Recep Tayyip Erdoğan has done in Turkey—and promising to force ultra-Orthodox Haredi schools, which focus on religious studies, to also teach such basic subjects as math and English.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT120,Worker120,25,"He is presenting himself as a return to an eclipsed, progressive Israeliness.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT121,Worker121,26,"Blue and White’s winning a majority bloc is another matter, however.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT122,Worker122,27,"For that, it will have to hold its own without luring (even more) voters away from Zionist allies in its block—the Labor Party and the left-wing Meretz Party—who will have to perform at least as well if not better than expected.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT123,Worker123,28,"More important, Gantz will need the Arab vote to be substantially higher than it has been, both to elect more Arab Knesset members—who would block Netanyahu’s rightists—and to raise the electoral threshold, thus sinking marginal rightist parties.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT124,Worker124,29,"But the polls anticipate a decline in the Arab vote, putting one Arab party at risk of dropping below the Knesset threshold.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT125,Worker125,30,So Gantz would be trapped.,Yes,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT126,Worker126,31,He’d need support from secular-left and Arab parties to get the Presidential mandate.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT127,Worker127,32,He’d then have forty-five days to form a government.,No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT128,Worker128,33,"But, to form a government only with Zionists, he’d need not only Labor and Meretz but also some combination of rightist parties, including some of the ultra-Orthodox and rightist zealots whom he’s been running against.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
Article1,"Netanyahu, Gantz, and Five Scenarios for the Israeli Election",HIT129,Worker129,34,"According to Haaretz, Gantz has hinted which of those parties he’d court.",No,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,X,X,X,X,X,X,X,X,X,X
